1,1,4.51
2,1,4.52
3,1,4.51
4,1,4.5
5,1,4.5
6,1,4.51
7,1,4.51
8,1,4.51
9,1,4.51
10,1,4.5
11,1,4.51
12,1,4.51
13,1,4.51
14,1,4.5
15,1,4.5
16,1,4.5
17,1,4.52
18,1,4.47
19,1,4.47
20,1,4.46
21,1,4.48
22,1,4.48
23,1,4.49
24,1,4.48
25,1,4.5
26,1,4.52
27,1,4.52
28,1,4.51
29,1,4.5
30,1,4.51
31,1,4.51
32,1,4.52
33,1,4.5
34,1,4.5
35,1,4.5
36,1,4.51
37,1,4.52
38,1,4.52
39,1,4.52
40,1,4.52
41,1,4.52
42,1,4.48
43,1,4.48
44,1,4.47
45,1,4.46
46,1,4.5
47,1,4.48
48,1,4.5
49,1,4.5
50,1,4.5
51,1,4.46
52,1,4.46
53,1,4.46
54,1,4.45
55,1,4.45
56,1,4.44
57,1,4.44
58,1,4.45
59,1,4.44
60,1,4.44
61,1,4.44
62,1,4.48
63,1,4.47
64,1,4.43
65,1,4.44
66,1,4.44
67,1,4.41
68,1,4.44
69,1,4.44
70,1,4.45
71,1,4.43
72,1,4.43
73,1,4.47
74,1,4.48
75,1,4.49
76,1,4.48
77,1,4.48
78,1,4.46
79,1,4.47
80,1,4.46
81,1,4.48
82,1,4.47
83,1,4.48
84,1,4.48
85,1,4.47
86,1,4.48
87,1,4.47
88,1,4.47
89,1,4.45
90,1,4.46
91,1,4.46
92,1,4.47
93,1,4.45
94,1,4.47
95,1,4.46
96,1,4.45
97,1,4.44
98,1,4.42
99,1,4.44
100,1,4.43
101,1,4.43
102,1,4.45
103,1,4.45
104,1,4.45
105,1,4.45
106,1,4.45
107,1,4.46
108,1,4.45
109,1,4.44
110,1,4.43
111,1,4.44
112,1,4.44
113,1,4.44
114,1,4.45
115,1,4.45
116,1,4.41
117,1,4.4
118,1,4.39
119,1,4.39
120,1,4.39
121,1,4.38
122,1,4.39
123,1,4.4
124,1,4.41
125,1,4.41
126,1,4.38
127,1,4.41
128,1,4.39
129,1,4.4
130,1,4.41
131,1,4.41
132,1,4.42
133,1,4.42
134,1,4.42
135,1,4.4
136,1,4.41
137,1,4.4
138,1,4.4
139,1,4.41
140,1,4.41
141,1,4.41
142,1,4.42
143,1,4.4
144,1,4.4
145,1,4.4
146,1,4.4
147,1,4.39
148,1,4.4
149,1,4.39
150,1,4.39
151,1,4.39
152,1,4.37
153,1,4.37
154,1,4.37
155,1,4.38
156,1,4.37
157,1,4.41
158,1,4.4
159,1,4.42
160,1,4.38
161,1,4.4
162,1,4.38
163,1,4.38
164,1,4.38
165,1,4.38
166,1,4.38
167,1,4.38
168,1,4.37
169,1,4.37
170,1,4.38
171,1,4.37
172,1,4.43
173,1,4.42
174,1,4.4
175,1,4.39
176,1,4.39
177,1,4.4
178,1,4.39
179,1,4.4
180,1,4.42
181,1,4.47
182,1,4.47
183,1,4.4
184,1,4.38
185,1,4.4
186,1,4.39
187,1,4.37
188,1,4.37
189,1,4.36
190,1,4.37
191,1,4.37
192,1,4.36
193,1,4.37
194,1,4.36
195,1,4.34
196,1,4.35
197,1,4.36
198,1,4.35
199,1,4.34
200,1,4.34
201,1,4.33
202,1,4.32
203,1,4.33
204,1,4.33
205,1,4.33
206,1,4.33
207,1,4.33
208,1,4.32
209,1,4.33
210,1,4.34
211,1,4.33
212,1,4.33
213,1,4.33
214,1,4.33
215,1,4.33
216,1,4.34
217,1,4.33
218,1,4.32
219,1,4.35
220,1,4.33
221,1,4.33
222,2,4.7
223,2,4.7
224,2,4.69
225,2,4.69
226,2,4.69
227,2,4.69
228,2,4.7
229,2,4.7
230,2,4.7
231,2,4.69
232,2,4.68
233,2,4.69
234,2,4.68
235,2,4.69
236,2,4.69
237,2,4.69
238,2,4.69
239,2,4.67
240,2,4.68
241,2,4.68
242,2,4.68
243,2,4.68
244,2,4.68
245,2,4.68
246,2,4.67
247,2,4.67
248,2,4.67
249,2,4.67
250,2,4.67
251,2,4.67
252,2,4.68
253,2,4.68
254,2,4.68
255,2,4.67
256,2,4.67
257,2,4.67
258,2,4.68
259,2,4.67
260,2,4.67
261,2,4.67
262,2,4.67
263,2,4.66
264,2,4.66
265,2,4.67
266,2,4.67
267,2,4.69
268,2,4.68
269,2,4.69
270,2,4.7
271,2,4.7
272,2,4.69
273,2,4.69
274,2,4.69
275,2,4.68
276,2,4.68
277,2,4.68
278,2,4.68
279,2,4.68
280,2,4.68
281,2,4.67
282,2,4.68
283,2,4.68
284,2,4.68
285,2,4.67
286,2,4.67
287,2,4.67
288,2,4.67
289,2,4.68
290,2,4.68
291,2,4.69
292,2,4.68
293,2,4.69
294,2,4.7
295,2,4.7
296,2,4.7
297,2,4.7
298,2,4.7
299,2,4.69
300,2,4.69
301,2,4.69
302,2,4.69
303,2,4.68
304,2,4.69
305,2,4.68
306,2,4.69
307,2,4.69
308,2,4.69
309,2,4.7
310,2,4.69
311,2,4.69
312,2,4.69
313,2,4.69
314,2,4.68
315,2,4.69
316,2,4.68
317,2,4.68
318,2,4.68
319,2,4.68
320,2,4.69
321,2,4.68
322,2,4.68
323,2,4.68
324,2,4.68
325,2,4.68
326,2,4.68
327,2,4.68
328,2,4.69
329,2,4.68
330,2,4.69
331,2,4.68
332,2,4.69
333,2,4.68
334,2,4.68
335,2,4.69
336,2,4.69
337,2,4.69
338,2,4.68
339,2,4.68
340,2,4.68
341,2,4.68
342,2,4.68
343,2,4.68
344,2,4.68
345,2,4.68
346,2,4.68
347,2,4.69
348,2,4.69
349,2,4.68
350,2,4.69
351,2,4.69
352,2,4.69
353,2,4.68
354,2,4.68
355,2,4.68
356,2,4.68
357,2,4.69
358,2,4.68
359,2,4.67
360,2,4.68
361,2,4.68
362,2,4.68
363,2,4.69
364,2,4.68
365,2,4.68
366,2,4.67
367,2,4.67
368,2,4.67
369,2,4.67
370,2,4.66
371,2,4.66
372,2,4.66
373,2,4.65
374,2,4.66
375,2,4.65
376,2,4.65
377,2,4.64
378,2,4.69
379,2,4.68
380,2,4.69
381,2,4.67
382,2,4.68
383,2,4.68
384,2,4.68
385,2,4.68
386,2,4.68
387,2,4.68
388,2,4.68
389,2,4.67
390,2,4.67
391,2,4.68
392,2,4.66
393,2,4.67
394,2,4.67
395,2,4.67
396,2,4.66
397,2,4.66
398,2,4.68
399,2,4.66
400,2,4.67
401,2,4.67
402,2,4.69
403,2,4.69
404,2,4.69
405,2,4.68
406,2,4.68
407,2,4.69
408,2,4.69
409,2,4.68
410,2,4.69
411,2,4.69
412,2,4.69
413,2,4.69
414,2,4.68
415,2,4.69
416,2,4.69
417,2,4.68
418,2,4.68
419,2,4.69
420,2,4.69
421,2,4.69
422,2,4.7
423,2,4.69
424,2,4.69
425,2,4.69
426,2,4.68
427,2,4.69
428,2,4.69
429,2,4.69
430,2,4.69
431,2,4.69
432,2,4.7
433,2,4.69
434,2,4.69
435,2,4.69
436,2,4.68
437,2,4.68
438,2,4.7
439,2,4.69
440,2,4.69
441,2,4.69
442,2,4.7
443,2,4.7
444,3,16557.52
445,3,16548.84
446,3,16530.23
447,3,16563.5
